ts	host	crash_points_requested	cycles_arg	crash_points_reported	worlds	state_files	state_bytes	mode	checker	checker_cmd	rep	wall_s	per_world_s	maxrss	maxrss_unit	work_max_bytes	work_final_bytes	sample_interval_s	trace_bytes	report_bytes	case_bytes	verdict	oracle_verified	note
2026-09-20T10:19:04Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	cheap	/w/check-kept.sh	3	8.155	0.03223	69856	KiB		3154898		2947528	4791	0	PASS	True	
2026-09-20T10:19:12Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	cheap	/w/check-kept.sh	3	15.725	0.03132	72716	KiB		11917335		11515120	4792	0	PASS	True	
2026-09-20T10:19:28Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	cheap	/w/check-kept.sh	3	31.618	0.03152	71660	KiB		46586623		45787528	4796	0	PASS	True	
2026-09-20T10:20:00Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	none		3	0.414	0.03185	68696	KiB		28471		10152	4961	0	PASS	True	
2026-09-20T10:20:00Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	none		3	1.512	0.02907	69208	KiB		191429		132768	4962	0	PASS	True	
2026-09-20T10:20:02Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	none		3	2.851	0.02768	69612	KiB		614109		501192	4965	0	PASS	True	
2026-09-20T10:20:04Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	none		3	6.982	0.02760	69956	KiB		3222945		2951592	4966	0	PASS	True	
2026-09-20T10:20:12Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	none		3	14.578	0.02904	71264	KiB		12059916		11523168	4967	0	PASS	True	
2026-09-20T10:20:26Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	none		3	31.542	0.03145	74308	KiB		46872156		45803592	4970	0	PASS	True	
2026-09-20T10:20:58Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	cheap	/w/check-kept.sh	3	0.436	0.03356	68808	KiB		28688		10152	5024	0	PASS	True	
2026-09-20T10:20:58Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	cheap	/w/check-kept.sh	3	1.541	0.02963	69384	KiB		192250		132768	5025	0	PASS	True	
2026-09-20T10:21:00Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	cheap	/w/check-kept.sh	3	2.865	0.02782	71348	KiB		614688		501192	5029	0	PASS	True	
2026-09-20T10:21:03Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	cheap	/w/check-kept.sh	3	7.510	0.02968	69784	KiB		3220690		2951592	5030	0	PASS	True	
2026-09-20T10:21:10Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	cheap	/w/check-kept.sh	3	15.138	0.03016	70864	KiB		12052997		11523168	5031	0	PASS	True	
2026-09-20T10:21:25Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	cheap	/w/check-kept.sh	3	33.918	0.03382	73548	KiB		46858223		45803592	5035	0	PASS	True	
2026-09-20T10:21:59Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	none		4			11724	KiB	25081	25081	0.25	9928	913	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own; sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:21:59Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	none		4			11712	KiB	585077	585077	0.25	499528	917	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own; sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:22:00Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	none		4			11724	KiB	46595878	46595878	0.25	45787528	922	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own; sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:22:04Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		4			70568	KiB	25255	25255	0.25	9928	4722	0	PASS	True	sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:22:05Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		4			69864	KiB	586511	586511	0.25	499528	4726	0	PASS	True	sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:22:08Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		4			74344	KiB	46581844	46581844	0.25	45787528	4731	0	PASS	True	sampling leg: the wall clock is not recorded because the sampler walks the work directory
