ts	host	crash_points_requested	cycles_arg	crash_points_reported	worlds	state_files	state_bytes	mode	checker	checker_cmd	rep	wall_s	per_world_s	maxrss	maxrss_unit	work_max_bytes	work_final_bytes	sample_interval_s	trace_bytes	report_bytes	case_bytes	verdict	oracle_verified	note
2026-09-20T10:35:59Z	Linux-aarch64	250	84	252	253	200	102400	wrappers	cheap	/w/check-kept.sh	3	6.923	0.02736	69844	KiB		3154898		2947528	4791	0	PASS	True	
2026-09-20T10:36:06Z	Linux-aarch64	500	167	501	502	200	102400	wrappers	cheap	/w/check-kept.sh	3	14.633	0.02915	72512	KiB		11917335		11515120	4792	0	PASS	True	
2026-09-20T10:36:21Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	cheap	/w/check-kept.sh	3	30.833	0.03074	71644	KiB		46586623		45787528	4796	0	PASS	True	
2026-09-20T10:36:52Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	none		3	0.419	0.03227	70712	KiB		28471		10152	4961	0	PASS	True	
2026-09-20T10:36:52Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	none		3	1.500	0.02885	69560	KiB		191429		132768	4962	0	PASS	True	
2026-09-20T10:36:54Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	none		3	2.813	0.02731	71160	KiB		614109		501192	4965	0	PASS	True	
2026-09-20T10:36:56Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	none		3	7.067	0.02793	70316	KiB		3222945		2951592	4966	0	PASS	True	
2026-09-20T10:37:04Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	none		3	14.325	0.02854	73568	KiB		12059916		11523168	4967	0	PASS	True	
2026-09-20T10:37:18Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	none		3	31.184	0.03109	72744	KiB		46872156		45803592	4970	0	PASS	True	
2026-09-20T10:37:49Z	Linux-aarch64	10	4	12	13	200	102400	syscalls	cheap	/w/check-kept.sh	3	0.432	0.03322	68516	KiB		28688		10152	5024	0	PASS	True	
2026-09-20T10:37:50Z	Linux-aarch64	50	17	51	52	200	102400	syscalls	cheap	/w/check-kept.sh	3	1.487	0.02859	69128	KiB		192250		132768	5025	0	PASS	True	
2026-09-20T10:37:51Z	Linux-aarch64	100	34	102	103	200	102400	syscalls	cheap	/w/check-kept.sh	3	2.851	0.02768	69428	KiB		614688		501192	5029	0	PASS	True	
2026-09-20T10:37:54Z	Linux-aarch64	250	84	252	253	200	102400	syscalls	cheap	/w/check-kept.sh	3	7.390	0.02921	71576	KiB		3220690		2951592	5030	0	PASS	True	
2026-09-20T10:38:01Z	Linux-aarch64	500	167	501	502	200	102400	syscalls	cheap	/w/check-kept.sh	3	14.855	0.02959	70784	KiB		12052997		11523168	5031	0	PASS	True	
2026-09-20T10:38:16Z	Linux-aarch64	1000	334	1002	1003	200	102400	syscalls	cheap	/w/check-kept.sh	3	32.018	0.03192	73684	KiB		46858223		45803592	5035	0	PASS	True	
2026-09-20T10:38:48Z	Linux-aarch64	10	4	12	13	0	1024	wrappers	none		4			11708	KiB	25081	25081	0.25	9928	913	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own; sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:38:48Z	Linux-aarch64	100	34	102	103	0	1024	wrappers	none		4			11724	KiB	585077	585077	0.25	499528	917	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own; sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:38:49Z	Linux-aarch64	1000	334	1002	1003	0	1024	wrappers	none		4			11724	KiB	46595878	46595878	0.25	45787528	922	0	PASS	True	the engine's `version` probe reached the same peak, so this figure is a floor rather than the exploration's own; sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:38:53Z	Linux-aarch64	10	4	12	13	200	102400	wrappers	none		4			68808	KiB	25255	25255	0.25	9928	4722	0	PASS	True	sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:38:53Z	Linux-aarch64	100	34	102	103	200	102400	wrappers	none		4			71152	KiB	586511	586511	0.25	499528	4726	0	PASS	True	sampling leg: the wall clock is not recorded because the sampler walks the work directory
2026-09-20T10:38:56Z	Linux-aarch64	1000	334	1002	1003	200	102400	wrappers	none		4			73808	KiB	46581844	46581844	0.25	45787528	4731	0	PASS	True	sampling leg: the wall clock is not recorded because the sampler walks the work directory
